,text,labels
4123,Burberry second-half revenue jumps 19 percent,"[1, 0, 0]"
4124,"Ford, Toyota Sales Top Estimates in Big Month for SUVs","[1, 0, 0]"
4125,South Korean Messaging-App Maker Kakao to Buy Web Portal Daum -- 2nd  ...,"[1, 0, 0]"
4126,2013 growth revised down as savings worries mount,"[1, 0, 0]"
4127,Google Positions Itself For Retail Success,"[0, 0, 1]"
4128,Earnings push market higher,"[1, 0, 0]"
4129,Movie Review: 'Captain America: The Winter Soldier',"[0, 1, 0]"
4130,Court reverses conviction of US 'security hacker',"[0, 0, 1]"
4131,Jimmy Fallon & Billy Joel Recreate 'The Lion Sleeps Tonight' On The Tonight  ...,"[0, 1, 0]"
4132,Amaya acquires owner of PokerStars for US$4.9 bln,"[1, 0, 0]"
4133,Apple Inc $120M Win Over Samsung Not Really a 'Victory' as Samsung Remains  ...,"[0, 0, 1]"
4134,Ruth Myles: 'There's a storm coming' in second season of Orange is the New  ...,"[0, 1, 0]"
4135,AbbVie Merging With Shire to Avoid US Taxes,"[1, 0, 0]"
4136,Samsung's 1Q profit falls 4 percent as declining smartphone prices pose challenge,"[1, 0, 0]"
4137,"Xbox Originals To Challenge Netflix, Hulu, Amazon","[0, 0, 1]"
4138,Benedict Cumberbatch Films 'Black Mass' Scene in Lynn,"[0, 1, 0]"
4139,"UK inflation dips again, lowest since October 2009","[1, 0, 0]"
4140,Samsung sees Google changing Apple trial,"[0, 0, 1]"
4141,Court blocks Typo keyboard sales on BlackBerry plaint,"[0, 0, 1]"
4142,Amazon Prime Instant Video nabs ENTIRE HBO back-catalogue,"[0, 1, 0]"
4143,Kim Kardashian Vogue Interview - Read It and Weep (PHOTOS),"[0, 1, 0]"
4144,Miley Cyrus Confesses She Made 'Questionable' Decisions in Hospital,"[0, 1, 0]"
4145,Microsoft (MSFT) Surpasses 150000 App Milestone in Windows Store,"[0, 0, 1]"
4146,Microsoft to Finally Bring Office to the iPad in April,"[0, 0, 1]"
4147,Star Wars Episode VII: Crystal Clarke and Pip Anderson Join Cast,"[0, 1, 0]"
4148,Gwen Stefani as the newest coach in The Voice,"[0, 1, 0]"
4149,Box Office: 'Transformers 4' Dominates July 4th Friday,"[0, 1, 0]"
4150,Man Charged With Raping Teen At Keith Urban Concert,"[0, 1, 0]"
4151,BuildingDetroit.org offers bidders entire Detroit homes for $1000,"[1, 0, 0]"
4152,Actor Terry Crews named host of 'Millionaire',"[0, 1, 0]"
4153,Espresso in Space 3,"[0, 0, 1]"
4154,"The decline of luxury goods in Japan, as seen through Tiffany's latest earnings  ...","[1, 0, 0]"
4155,Gasoline prices looking familiar,"[1, 0, 0]"
4156,"Microsoft's Office for iPad Team Discusses Ballmer's Role in Launch, Mac  ...","[0, 0, 1]"
4157,Sarah Jessica Parker Toys With Idea Of Returning To TV,"[0, 1, 0]"
4158,Facebook Steps Into The Future With The Acquisition Of Oculus VR,"[0, 0, 1]"
4159,Fleetwood Mac reunites and comes to Tampa,"[0, 1, 0]"
4160,Receive notifications from iOS apps on your Mac with Notifyr,"[0, 0, 1]"
4161,"Macaulay Culkin Booed Off Stage in Nottingham, Pelted With Beer","[0, 1, 0]"
4162,"Weibo (WB) Prices Smaller IPO at $17, Low End of Range","[1, 0, 0]"
4163,Metallica at Glastonbury Festival 2014 review,"[0, 1, 0]"
4164,Tesla Is as Smart as It Gets,"[0, 0, 1]"
4165,"Mozilla shelves Metro Firefox, cites user apathy toward Windows 8","[0, 0, 1]"
4166,Previously Recorded Images of Triton by NASA's Voyager 2 spacecraft Restored,"[0, 0, 1]"
4167,"MHI, Siemens make offer for Alstom","[1, 0, 0]"
4168,Elton John to Marry Long-time Partner John Furnish,"[0, 1, 0]"
4169,Obama Knocks Do-Nothing Republicans: 'So Sue Me',"[1, 0, 0]"
4170,Dropbox Launches Carousel: An All-In-One Photo Archive and Sharing Application,"[0, 0, 1]"
4171,US Stocks Fluctuate Amid Quarterly Rally on Home Sales,"[1, 0, 0]"
4172,"Samsung Announces Galaxy Tab S 10.5 and Tab S 8.4, Both Feature Super  ...","[0, 0, 1]"
4173,"Nissan, Honda Add More Than 2M Cars to Air Bag Recall","[0, 0, 1]"
4174,You Won't Believe How Much Kim Kardashian & Kanye West Spent In Mexico,"[0, 1, 0]"
4175,N. Korea slams Kim assassination comedy as 'act of terror': AFP,"[0, 1, 0]"
4176,"Chromecast: Vudu, Crackle, Rdio add support, PlayOn begins beta testing","[0, 0, 1]"
4177,"Rep. Waters Proposes Lender Co-Op to Replace Fannie, Freddie","[1, 0, 0]"
4178,The Laws of Gods and Men Differences,"[0, 1, 0]"
4179,Brent Oil at $114.50 as Iraq Supply Fears Ease,"[1, 0, 0]"
4180,Beyonce and Jay Z silence split rumours at the MTV VMAs,"[0, 1, 0]"
4181,Wheat Crop Smaller than Expected,"[1, 0, 0]"
4182,Evolutionary advances in new smartwatches,"[0, 0, 1]"
4183,Barclays Undertaking Full Internal Investigation Amid Dark Pool Allegations,"[1, 0, 0]"
4184,Etihad Airways goes beyond first class with $20000 luxury flying hotel suite,"[1, 0, 0]"
4185,Next Android KitKat update could fix Nexus 5 camera's blue tint problem,"[0, 0, 1]"
4186,Toyota: still number one worldwide,"[1, 0, 0]"
4187,"Microsoft's Build 2014 conference: What we know, what we expect","[0, 0, 1]"
4188,Ukraine Sees Gazprom Charging 37% More for Gas in Second Quarter,"[1, 0, 0]"
4189,NTSB set to interview operator involved in commuter train crash at Chicago airport,"[1, 0, 0]"
4190,Mustang Road Trip Day 2: Arrival to New York,"[0, 0, 1]"
4191,Google Joins Hands With Novartis For Smart Contact Lenses,"[0, 0, 1]"
4192,Ratings rise for Game of Thrones,"[0, 1, 0]"
4193,Kim flies with 12 bags to wedding destination,"[0, 1, 0]"
4194,Dawn of the Planet of the Apes first trailer,"[0, 1, 0]"
4195,50 years ago Ford took a Mustang to the Empire State Building's 86th floor  ...,"[0, 0, 1]"
4196,"Abbott, Abe announce trade partnership","[1, 0, 0]"
4197,Elon Musk Talks Tesla's Supercharger Future,"[0, 0, 1]"
4198,Lake view: Effects of healthcare change,"[1, 0, 0]"
4199,ECB's Draghi Says Rates to Stay Low,"[1, 0, 0]"
4200,7.6m more cars called back by GM,"[0, 0, 1]"
4201,Q&A: Weibo Chairman Charles Chao on IPO Day,"[1, 0, 0]"
4202,Review: 'Get On Up' tackles James Brown's life,"[0, 1, 0]"
4203,"Actress, Theatrical Icon Elaine 'Stritchy' Stritch Dead At Age 89","[0, 1, 0]"
4204,'Bachelorette' Contestant Dies,"[0, 1, 0]"
4205,Treasury to Auction $45 Billion,"[1, 0, 0]"
4206,Stocks lower ahead of economic news,"[1, 0, 0]"
4207,Company Update: Yahoo! Inc. (NASDAQ:YHOO) – Yahoo Sales Seen Stagnant  ...,"[1, 0, 0]"
4208,Google to Invest in Sir Richard Branson's Virgin Galactic: Report,"[0, 0, 1]"
4209,'Fed Up': New Katie Couric Doc Clip Reveals How Our Brains Get 'Hijacked' by  ...,"[0, 1, 0]"
4210,Rihanna flashes boobs and more in sheer crystal gown at CFDA Fashion Awards,"[0, 1, 0]"
4211,10 Years and 76 Million Units Later Sony Closes the PSP Chapter,"[0, 0, 1]"
4212,Cheetah's no longer 'fastest animal',"[0, 0, 1]"
4213,Existing home sales up 4.9%; best gain since '11,"[1, 0, 0]"
4214,Tesla posts loss as it prepares Nevada site for battery plant,"[0, 0, 1]"
4215,Deep-sea octopus mom protects her eggs for over 4 years,"[0, 0, 1]"
4216,Malaysians release plane data,"[1, 0, 0]"
4217,"Rick Ross arrested, released after US concert","[0, 1, 0]"
4218,Scientific Games (SGMS) to Acquire Bally Tech (BYI) in $5.1B Deal,"[1, 0, 0]"
4219,"First look at David Fincher's ""Gone Girl""","[0, 1, 0]"
4220,Google launches Hangouts 2.1 for Android: Features merged conversations  ...,"[0, 0, 1]"
4221,Engaged Depp shows off 'chick ring',"[0, 1, 0]"
4222,Mark Dreyfus hails ICJ whaling ruling,"[0, 0, 1]"
4223,Blockbuster reprise,"[0, 1, 0]"
4224,Kimye Refuse To Pay Honeymoon Bill?,"[0, 1, 0]"
4225,Long-Term Mortgage Rates Rise; ARM Prices Hold Steady,"[1, 0, 0]"
4226,Home / News / Ryan Gosling tried to get Rachel McAdams kicked off The  ...,"[0, 1, 0]"
4227,NASA's OSIRIS-REx Program Successfully Completes Mission Critical Design  ...,"[0, 0, 1]"
4228,Prime Minister Tony Abbott meets with China's president Xi Jinping in Beijing,"[1, 0, 0]"
4229,Paul Stanley Uses Race Card In Feud With Former KISS Members,"[0, 1, 0]"
4230,Disney Star Zendaya Coleman Cast to Play Aaliyah in Lifetime's Aaliyah  ...,"[0, 1, 0]"
4231,Report: Google Has Plans to Acquire Connected-Camera Maker Dropcam,"[0, 0, 1]"
4232,More trouble for Shia on Broadway,"[0, 1, 0]"
4233,Richard Gere dating Top Chef host Padma Lakshmi (w/ gallery),"[0, 1, 0]"
4234,Sprint Opens Pre-orders for Galaxy S5 and Gear Smartwatches,"[0, 0, 1]"
4235,Buying A Home Online With Bitcoin,"[1, 0, 0]"
4236,250 New Emojis Added So Written Language Is Dead Now,"[0, 0, 1]"
4237,YouTube in talks to buy Twitch,"[0, 0, 1]"
4238,Bachelorette Interview: Andi Dorfman and Josh Murray are “So happy  ...,"[0, 1, 0]"
4239,"#Insideout, and why you should try it","[1, 0, 0]"
4240,Japan girl group AKB48 attacked by male fan with saw,"[0, 1, 0]"
4241,George Clooney slams Daily Mail for 'irresponsible' and 'dangerous' story,"[0, 1, 0]"
4242,Facebook tests new ad in India,"[0, 0, 1]"
4243,Bobby Womack,"[0, 1, 0]"
4244,Video: Southwest flight attendant brings comic relief to monotonous safety briefing,"[0, 1, 0]"
4245,Android Wear unveiled by Google,"[0, 0, 1]"
4246,Bullard to FBN: Fed Could Hike Rates in 1Q 2015,"[1, 0, 0]"
4247,Irish Whiskey Is Fit for More Than a Tot or Two on St. Paddy's Day,"[0, 1, 0]"
4248,Yo quiero Ronald?,"[1, 0, 0]"
4249,Barnes & Noble hope to separate Nook from stores,"[1, 0, 0]"
4250,All-new meteor shower: 5 things to know,"[0, 0, 1]"
4251,"Microsoft challenged an FBI National Security Letter, and won","[0, 0, 1]"
4252,"GOG Summer Sale Begins, Offers Cheap Games to Fill the E3 Hole In Your Heart","[0, 0, 1]"
4253,Rolf Harris sentenced to five years in jail for sex offences,"[0, 1, 0]"
4254,Rolling Stones resume world tour in Oslo,"[0, 1, 0]"
4255,Chemists Expand Nature's Genetic Alphabet,"[0, 0, 1]"
4256,A Visual Tour of the New Android Watches,"[0, 0, 1]"
4257,Target expands subscription service tenfold,"[1, 0, 0]"
4258,New Horizons spacecraft will wake up today,"[0, 0, 1]"
4259,Jack White Releases Stream of 'Lazaretto',"[0, 1, 0]"
4260,"GLOBAL MARKETS-Euro, peripheral bond yields fall on ECB easing debate","[1, 0, 0]"
4261,"Beyoncé and Jay Z kick off ""On the Run"" tour","[0, 1, 0]"
4262,Titanfall Xbox One Review: Three Hours In And I've Barely Put A Dent In Titanfall  ...,"[0, 0, 1]"
4263,South Bay cities cracking down on illegal fireworks,"[0, 1, 0]"
4264,Graco announces massive infant car seat recall,"[0, 0, 1]"
4265,Samsung suffers in Q2 guidance,"[1, 0, 0]"
4266,Rob Kardashian's bizarre Twitter behaviour,"[0, 1, 0]"
4267,Coal's Share of Global Market at Highest Level Since 1970,"[0, 0, 1]"
4268,Chrysler's U.S. sales rise 20% as Jeep soars to record levels,"[1, 0, 0]"
4269,Deadline for Health Insurance Enrollment Nears,"[1, 0, 0]"
4270,Stocks Moving Modestly Lower Following Recent Strength - U.S. Commentary,"[1, 0, 0]"
4271,Google's Project Tango to take tablet wars to next level with 3D-imaging tech,"[0, 0, 1]"
4272,"Country music fans grieve Kevin Sharp, dead at 43","[0, 1, 0]"
4273,Apple Being Sued Over Phone-Switching iMessage Issue,"[0, 0, 1]"
4274,"Watch! Segal, Patrick Harris sing Les Miserables","[0, 1, 0]"
4275,Chris Brown - Chris Brown 'loves' Karrueche Tran,"[0, 1, 0]"
4276,Fabien Cousteau nears end of underwater living experiment in Florida Keys,"[0, 0, 1]"
4277,GM employees under probe for defective ignition switch,"[0, 0, 1]"
4278,Captain America: The Winter Soldier's Chris Evans and Sebastain Stan Ring  ...,"[0, 1, 0]"
4279,"Paul Walker's brother, Cody Walker, says his death 'still doesn't feel real'","[0, 1, 0]"
4280,Experts call for calm over internet bug,"[0, 0, 1]"
4281,Brunei's new laws affect Hollywood,"[0, 1, 0]"
4282,"Market Basket deal seems more likely, but not until late today","[1, 0, 0]"
4283,"Tim Hortons Downgraded by Longbow Research to ""Neutral"" (THI)","[1, 0, 0]"
4284,Miley Cyrus rushed to hospital and forced to cancel concert 9:26AM,"[0, 1, 0]"
4285,The Internet's Own Boy,"[0, 0, 1]"
4286,Bieber leaves LA airport,"[0, 1, 0]"
4287,European stocks decline as Ukraine concerns weigh; Dax down 0.33%,"[1, 0, 0]"
4288,Sony prepares to launch a smartphone that has front camera with flash,"[0, 0, 1]"
4289,NASA to go ahead with Dragon capsule SpaceX launch,"[0, 0, 1]"
4290,"Google Fiber gets green light to operate network in Portland, Ore.","[0, 0, 1]"
4291,Time Warner Rejects $80bn Takeover Bid by Rupert Murdoch's 21st Century Fox,"[1, 0, 0]"
4292,Kern County communities celebrate the life of Cesar Chavez,"[0, 1, 0]"
4293,2015 Jeep Renegade Live Stream: Watch The Reveal From The 2014 New York  ...,"[0, 0, 1]"
4294,Microsoft May Announce Another Surface Pro Tablet Next Week,"[0, 0, 1]"
4295,Slower China growth spurs renewed stimulus talk,"[1, 0, 0]"
4296,Fed's Yellen Gives Fairly Clear Signal Reverse Repos To Be Made Permanent,"[1, 0, 0]"
4297,Earth-Like Planet Discovered,"[0, 0, 1]"
4298,Ben Afffleck Banned From Blackjack For Counting Cards,"[0, 1, 0]"
4299,Facebook Newswire Aims to Help Reporters,"[0, 0, 1]"
4300,Apple to pay consumers up to $400m in e-books case,"[0, 0, 1]"
4301,"The Big Bang Theory is not Cancelled, Renewed 3 More Seasons by CBS","[0, 1, 0]"
4302,"Two-Fold Increase in Antarctica's Ice Loss Since 2010, ESA","[0, 0, 1]"
4303,Kendra Wilkinson and Hank Baskett Split: Husband Leaves Home Moves Out to  ...,"[0, 1, 0]"
4304,Khloe Kardashian Has Had It With Lamar Odom's “Desperate” Calls — Report  ...,"[0, 1, 0]"
4305,Can you hear me now? NASA to test laser communication system,"[0, 0, 1]"
4306,The Economy Just Grew Much Faster Than It Was Expected To,"[1, 0, 0]"
4307,Seventeen Brits arrested in FBI-led crackdown on malicious computer program,"[0, 0, 1]"
4308,Cyber espionage trial would be groundbreaking but odds of extraditing culprits  ...,"[1, 0, 0]"
4309,"The first picture of Henry Cavill as Superman in ""Batman v. Superman: Dawn of  ...","[0, 1, 0]"
4310,Disney's 'Jungle Book' Adds Scarlett Johansson and Lupita Nyong'o,"[0, 1, 0]"
4311,Jitters over Iraq boost gas prices,"[1, 0, 0]"
4312,Guy Raises $20000 on Kickstarter to Make Potato Salad,"[0, 1, 0]"
4313,How the date for Easter is calculated,"[0, 1, 0]"
4314,OMG: Kardashian Sisters Looked Like This Years Back! Photo,"[0, 1, 0]"
4315,Malaysia Airlines Flight 370: search delayed as 'pings' found to be red herring,"[1, 0, 0]"
4316,BMW Doubling Down On Spartanburg with X7 Production Will Position Plant As  ...,"[1, 0, 0]"
4317,Beyoncé and Jay Z announce joint 'On the Run' tour,"[0, 1, 0]"
4318,Charlie Sheen vs. Rihanna! Brett Rossi Rejection Led 'Anger Management' Star  ...,"[0, 1, 0]"
4319,Garth Brooks Officially Announces 2014 World Tour,"[0, 1, 0]"
4320,"Too Scared to Fly? Latest Plane Tragedies Elevate Aerophobia, But Experts Say  ...","[1, 0, 0]"
4321,Gwyneth Paltrow's former Scottish boyfriend Donovan Leitch breaks his silence  ...,"[0, 1, 0]"
4322,Draghi Says ECB Ready to Act on Deflation,"[1, 0, 0]"
4323,Gold Poised for Second-Quarterly Gain,"[1, 0, 0]"
4324,Prince liberates his catalog by re-teaming with the company that made him a  ...,"[0, 1, 0]"
4325,Mila Kunis And Ashton Kutcher 'Expecting Baby',"[0, 1, 0]"
4326,Tesla Opens Up Its Portfolio of Patents for All to Use Free,"[0, 0, 1]"
4327,"Nokia announces the X2 - another Android smartphone from Microsoft. Wait, what?","[0, 0, 1]"
4328,Some simple tax tips as filing deadline looms,"[1, 0, 0]"
4329,20 Thoughts On Facebook's News Feed Experiment Apology,"[0, 0, 1]"
4330,HBO adaptation of 'The Normal Heart' is the definition of must-see TV,"[0, 1, 0]"
4331,"Google Stock Stakes Its Future on ""Android Everywhere""","[0, 0, 1]"
4332,Costa and Premier Inn Lift Whitbread's Spirits With Strong Sales,"[1, 0, 0]"
4333,"Cupcake chain Crumbs abruptly closes all 48 stores, including shop in Hoboken","[1, 0, 0]"
4334,Internet inventor Tim Berners-Lee seeks digital bill of rights,"[0, 0, 1]"
4335,"U.S. Added 33330 Franchise Jobs in June, According to ADP National Franchise  ...","[1, 0, 0]"
4336,The Many Faces Of Russell Crowe,"[0, 1, 0]"
4337,'I Feel Totally Picked On' Says CEO Of Beverly Hills Hotel Owned By Stoning  ...,"[0, 1, 0]"
4338,"With Diane Sawyer Leaving, The Evening News Will Be All White Guys Once  ...","[0, 1, 0]"
4339,JPMorgan Chase's Whisper Number Lacking Confidence,"[1, 0, 0]"
4340,Microsoft unveils Nokia X2...,"[0, 0, 1]"
4341,New EPA Regulations Announced Today,"[1, 0, 0]"
4342,"Benzino, 'Love and Hip Hop' star shot by nephew in mom's funeral procession","[0, 1, 0]"
4343,UPDATE 2-Amazon courts Hachette authors by proposing they keep e-book  ...,"[1, 0, 0]"
4344,Selena Gomez's Instagram Drama Runs Deep,"[0, 1, 0]"
4345,Judd Apatow's Angry Tweets Sum Up Exactly What's Wrong With How the Media  ...,"[0, 1, 0]"
4346,Zach Braff's Crowdfunded Wish I Was Here Is Just Good Enough.,"[0, 1, 0]"
4347,Watch: Dov Charney's Naked Employee Striptease Caught on Tape (Video),"[1, 0, 0]"
4348,US Futures Point to Higher Open as ADP June Payroll Jump Encourages Market,"[1, 0, 0]"
4349,Scientists solve mystery of centuries-old ship buried under the World Trade Center,"[0, 0, 1]"
4350,UPDATE 1-US eyes bankruptcy link in GM ignition defect probe -report,"[0, 0, 1]"
4351,Apple unveils online file storage service,"[0, 0, 1]"
4352,Facebook conducts psychological experiment in controversial study,"[0, 0, 1]"
4353,Google 'right to be forgotten' ruling may never come to US,"[0, 0, 1]"
4354,Public transit ridership mostly down in Tenn.,"[1, 0, 0]"
4355,"Stephen Colbert, Jon Stewart Speak About Colbert Replacing Letterman","[0, 1, 0]"
4356,“I'm Beyond Your Control!” Selena Gomez Fires Parents From Being Her Manager,"[0, 1, 0]"
4357,AMD Takes Swing at Custom ARM,"[0, 0, 1]"
4358,Benzinga's Weekend M&A Chatter,"[1, 0, 0]"
4359,European stocks rise on ECB stimulus talk; Dax up 0.61%,"[1, 0, 0]"
4360,WATCH: Chinese tycoon to treat homeless to lunch,"[1, 0, 0]"
4361,"As Lime Prices Rise, Metro Phoenix Restaurants Figure Out a Way to Lower Cost","[1, 0, 0]"
4362,The Solange Fight Reportedly Forced Jay Z & Beyonce To Counseling 3X A Week,"[0, 1, 0]"
4363,Kim Kardashian And Kanye West's Wedding Guests Begin To Arrive,"[0, 1, 0]"
4364,"Time suck for the day, Rubik's Cube Google Doodle","[0, 0, 1]"
4365,Regulators propose $12 million fine for Southwest over repairs,"[1, 0, 0]"
4366,Specs review: Is the new Amazon Fire phone worth it?,"[1, 0, 0]"
4367,Alicia Keys to Be a Mom Again,"[0, 1, 0]"
4368,Komodo Dragon Exhibit Opens at Bronx Zoo For Memorial Day,"[0, 0, 1]"
4369,At The Movies 6.26.14,"[0, 1, 0]"
4370,An Overview Of The Galaxy S5,"[0, 0, 1]"
4371,Opinion: Self-proclaimed potato salad novice a modern day Johnny Appleseed,"[0, 1, 0]"
4372,Bad 'Neighbors',"[0, 1, 0]"
4373,Netflix reaches interconnection deal with Verizon,"[0, 0, 1]"
4374,RBA leaves rates on hold at 2.5 per cent,"[1, 0, 0]"
4375,Why Juniper Networks (JNPR) Stock Is Up Today,"[1, 0, 0]"
4376,Let's Make Fun of Media Elite's First Tweets,"[0, 0, 1]"
4377,Chris Brown Shocks Fans With 2014 BET Awards Performance Of 'Loyal',"[0, 1, 0]"
4378,Miranda 'embarrassed by Bieber brawl',"[0, 1, 0]"
4379,UPDATE: Mulberry CEO Guillon Steps Down Months After Profit Warning,"[1, 0, 0]"
4380,Samsung Galaxy S5 Hammer Test Fails as Battery Explodes (VIDEO),"[0, 0, 1]"
4381,Apple releases new iMac,"[0, 0, 1]"
4382,Dollar General: Recent Weakness Is a Buying Opportunity,"[1, 0, 0]"
4383,Comcast to face trio of critics at congressional hearing on Time Warner merger,"[1, 0, 0]"
4384,Undersea Lab 4,"[0, 0, 1]"
4385,US actor Dane DeHaan poses for photographers before the French premiere of  ...,"[0, 1, 0]"
